pose,ENER,GRMS,DELTA,BOND,ANGL,UREY,DIHE,IMPR,VDW,ELEC
131,-37.9272612526653,2.486825857778215,0.0,1.7703791494350085e-05,-3.3308037180823646e-05,7.33901919804103e-06,-2.9269342221027728e-06,-2.70202064881625e-06,2.3678431459117633e-05,3.4229974676946995e-06
132,-37.923265278288255,2.4639803635718702,0.0,-7.229222662452628e-05,8.802532200924418e-06,7.049539126724458e-06,3.646407018997877e-06,-1.4073643912048545e-06,1.8505384762335098e-05,7.663198449137099e-06
133,-37.8790546369588,2.0103235566697104,0.0,-4.694929210335985e-05,-4.672831317220627e-05,1.0147042320551858e-06,3.6550102215926472e-06,7.423266619246971e-07,4.676546019766192e-05,8.55589463810702e-06
134,-37.87886810479182,1.9667845650800824,0.0,7.851003555470193e-05,-5.361994352082178e-06,-1.2869458881070717e-06,3.935535297650006e-06,5.946361543275949e-07,-7.677265010919143e-05,1.4202911195582146e-05
135,-37.86114977854441,1.7986310668240288,0.0,1.2199841009863377e-05,2.7817924607820288e-05,3.995524727198885e-06,3.59580599429421e-06,-1.3259947795035004e-06,-3.839991072140947e-05,1.1726861650629417e-06
136,-37.83642364501,1.9032371725035828,0.0,-0.000117106483503715,-1.1631667912403998e-05,1.228575469935933e-05,1.787947376197252e-05,-4.663672123074447e-06,0.00010879642771222109,-6.673921417288398e-06
137,-37.82654792233637,1.847470660698375,0.0,-9.311943913892229e-05,-5.6049244288036704e-05,1.2072917078331802e-05,9.467662120954401e-07,1.139427352431048e-06,0.00015238739922196487,-4.146965919105128e-06
138,-37.823019889084065,1.8950913319159475,0.0,1.859466644971164e-05,-2.249959919797817e-05,2.294034518249277e-06,-2.9221421815606163e-06,4.590019795568459e-06,-4.825484177040096e-05,1.9937127612834615e-05
139,-37.78318505565903,0.973655668380097,0.0,-0.00014156746491678085,7.932876456173688e-06,1.3194714335251767e-05,-1.0588308281711534e-05,1.5338716536491756e-06,0.00014918525907781088,-1.325614060831981e-05
140,-37.770097730410235,2.0620365600654624,0.0,-2.1616335506235984e-05,3.550791829320943e-05,-2.664917810729639e-07,2.509523515215051e-06,2.3301231571824094e-06,9.239698414376107e-06,-1.0916455904563804e-05
141,85.71658044164678,8.942918540400019,0.0,5.2027539716448246e-05,3.69213676161273e-05,-3.202661550516517e-06,8.65833654284387e-06,1.4667365847327585e-06,-0.00015635936823876762,3.6063719948131734e-05
142,-37.73920355204649,2.393046804753356,0.0,0.00011612866405674716,-4.276559789051504e-05,-4.08615342316343e-06,-1.9367544918935664e-06,1.8558428394842286e-06,-7.22857076986827e-05,4.302407150547083e-06
143,-37.7333390237275,1.4731168456533346,0.0,-1.2994416396017172e-05,-4.1430355695482035e-05,4.239216869622586e-06,1.3812584507277847e-06,1.5012429395149657e-06,7.278352300410518e-05,-5.443785292769121e-06
144,-37.685613760364255,3.1976676601000324,0.0,-0.00014061268297416163,2.9958134523777602e-05,-6.462925135342079e-07,-1.2607313624179994e-05,-2.0138710389843578e-07,0.00011063376701692107,9.804383225286983e-06
145,-37.68342985028731,2.2583188729158046,0.0,4.474622867145506e-05,3.598673739046987e-05,4.024624217335848e-06,2.3678999099274733e-06,-3.631585819566935e-06,-6.581556417906143e-05,-7.232135926571459e-06
146,-37.651272304242404,2.930010520516891,0.0,7.742400804255922e-05,-1.5106825435928783e-05,-2.772666780920252e-06,3.190070495762143e-06,-4.794083475716596e-06,-4.2353846410492224e-05,1.665660164462679e-06
147,-37.63666136686429,1.9446676155431244,0.0,-0.00011799618585706106,-4.4306763668622295e-05,3.99905497339148e-06,-4.3946738284006415e-06,-5.817538088126115e-07,0.00012206853301321985,2.9861400356878676e-06
148,-37.61617114912371,1.1054823894685364,0.0,6.737593528072239e-05,-1.4812093633853607e-05,-1.1339633362542068e-05,-2.45619983196832e-06,-6.964860034151463e-07,-8.252477812220604e-05,1.639853539536773e-05
149,-37.61244989497483,2.161134545355109,0.0,-0.00013930815969631638,-1.4097273128399479e-05,1.012995483289092e-05,6.846860696185786e-07,1.8323317509116865e-08,0.00016974636805855425,-1.3548781982564151e-05
150,-37.61125687552488,1.9182134198782435,0.0,-0.00015044395663399435,-6.417868204433574e-06,1.196487998204876e-05,-1.9766747803018347e-06,1.3969811324277687e-06,0.00010334013065893544,1.2248547514914776e-05
151,-12.200754370939881,3.999371851408431,0.0,0.00017599890810160446,1.4670426392804359e-05,-1.5275092253991263e-05,-2.3445520342946224e-06,9.308178186579613e-07,-0.00019031733103780368,2.735340089365934e-05
152,-37.60246510804079,1.3564563394639317,0.0,-0.0002679204333957408,2.3408355104503897e-05,1.446027431789565e-05,3.4950652976206698e-06,2.1078391930669238e-07,0.0002492281120787254,-2.8255158682100046e-05
153,-37.59450763618239,2.4682754952531925,0.0,7.609880187398055e-05,-1.1881706379224255e-05,-5.6302623372417315e-06,-1.444133630457145e-07,4.371146739810816e-07,-5.018133037459904e-05,-5.461647525351054e-07
154,-37.59192559837074,2.1052189842435918,0.0,5.8461775652274284e-05,1.3964619757445007e-05,4.956584110371587e-07,-4.950900846623085e-06,-6.875801843034615e-07,-6.78131601539178e-05,1.1130676627502112e-05
155,-37.567664017537275,2.0324810504602397,0.0,-0.0002075060459754141,2.256589438509593e-05,1.1723428228263555e-05,1.076712716496786e-05,-7.095922951280004e-06,0.0002102832523078746,-3.652920763563827e-05
156,-37.56492561177366,2.22343524221707,0.0,0.0001864204814223669,1.5640429988916793e-05,-6.515040835722297e-06,-1.8100648899732619e-06,-6.761507039447848e-07,-0.0001766704533032737,5.438075881158966e-06
157,-37.55907902442046,1.5652485914836927,0.0,-7.66435598960058e-05,-1.0296859493941213e-05,6.011404237477036e-06,-4.063271465959417e-06,5.281935822521247e-06,8.773893310909386e-05,-1.638410738280527e-05
158,-37.52176613974713,2.342335881424794,0.0,-0.00012888313253833772,-5.6473186358374505e-06,1.4043112067527175e-05,1.0434393427516397e-05,-5.919845177435046e-06,0.0001233031415903696,-1.7949246156945264e-05
159,-37.49779704850289,1.9420279257389668,0.0,-5.991716347297782e-06,-2.597312705354682e-06,4.958754719064373e-06,-5.306025824047822e-06,2.8291483893201283e-06,1.430469550989244e-05,-4.283011627137512e-06
160,-37.486837497035005,2.3383414481020344,0.0,-0.00021983830583738317,-7.482767049449279e-05,2.0333850632076045e-05,7.258814695987326e-07,-1.3208067158295214e-06,0.0002651421141059984,-1.79693189927832e-05
161,-37.47674862388285,2.4280226990862626,0.0,-1.874375545085627e-05,1.240676947089625e-05,-5.237310087558011e-06,1.3745450928581704e-05,-3.4683130426538256e-06,-1.690616324800942e-05,2.0994847545807716e-05
162,-37.44895523689549,2.2035061144356822,0.0,6.216808688153108e-05,-9.411688315363875e-06,-5.775655108453126e-06,-1.0130096403493383e-05,3.1594101983761086e-06,-5.03267695801668e-05,6.386428603732952e-06
163,-37.44005726626063,1.056659891959895,0.0,0.00014174316682269428,2.1741597068025698e-05,-6.596645358361575e-06,-2.803157103770104e-06,-6.208393642341548e-07,-0.0001352372516514322,7.29063975946076e-06
164,-37.427519498818974,2.6733066950363513,0.0,-9.411549278159903e-05,1.216547653726252e-07,6.763505624632349e-06,-9.129527125395498e-06,9.395067752503844e-07,0.0001255919085316748,-2.0568365304285408e-05
165,-37.42583621806763,1.0715038880294911,0.0,0.00020783885302511074,-2.247840877078744e-05,-9.303173042957136e-06,-5.185610776337057e-06,-1.5580264565075858e-06,-0.0001492147522164089,6.295684732648965e-06
166,-37.32589155972719,2.10631512442087,0.0,-1.275178275683686e-05,6.749439704911708e-06,9.79128017997155e-07,-6.331256430236465e-06,-1.1955267646863998e-07,2.904234748157819e-05,-4.205182538186136e-06
167,-37.3088785018389,1.7506464616531443,0.0,-6.077124666892253e-05,-3.160437814431205e-05,3.2474107865415602e-06,1.0779643610625556e-05,-2.9560344816320985e-06,4.271580774961592e-05,1.281381210738175e-05
168,-37.308548109838476,2.4237167204682106,0.0,3.3839362105769766e-05,-2.393910843112579e-05,-2.856642042387003e-06,4.484619902989095e-06,1.4405137967379161e-06,-4.9907877453847505e-05,2.82772288660027e-05
169,-37.287130282455784,2.0108148599376476,0.0,0.0001839597501436252,1.3722634100599151e-05,-1.3393464776398356e-05,-5.767526797484379e-06,-3.038812825349041e-07,-0.00020675005109893618,3.795220987257153e-05
170,-37.28266989322286,1.8036800721115878,0.0,-8.423942464452772e-05,-2.8051257141559205e-05,1.4465184081657867e-06,-7.99817803187608e-06,2.8824965619209802e-06,0.00012114482008485083,-8.15301967982407e-06
171,-37.249115370756456,2.4333098111716667,0.0,-2.9855953159074744e-05,2.868230271779737e-05,-2.885119051998508e-06,1.706845901949805e-06,2.1935747138912207e-06,-3.8529909609508195e-06,7.084976724414105e-06
172,27.217098276941037,6.411698250644651,0.0,-8.253773640798379e-05,-1.981532569583777e-06,8.669324130516909e-07,-1.0135077648243396e-06,1.3897583490511678e-06,7.674681481795176e-05,-6.23124683230003e-06
173,-37.209830958238975,1.9936118665147466,0.0,-0.00020944595767091734,6.527242723208815e-06,1.0520782259867967e-05,5.398082505436719e-07,-3.053984980846275e-06,0.00017844990688686835,-1.9965911576491635e-05
174,-37.165262332960516,2.313411164900519,0.0,7.170540643564038e-05,-3.33470895612642e-05,-6.207696018348252e-06,-4.304594907189596e-06,1.4457846686114287e-06,-5.9377154887130246e-05,1.6347095048274696e-05
175,-37.14889772327513,2.265841049113141,0.0,4.571742059344963e-05,-1.576184382079404e-05,-2.6715840383412237e-06,-6.697797062749089e-06,3.3251123272848293e-07,-4.877019300408847e-05,1.3932695111407156e-05
176,-37.141785329557564,1.6552994321251524,0.0,-0.00011804731429188031,1.6923779961874885e-05,1.5738266789522282e-06,-1.157074359880994e-06,1.686952876363626e-06,0.0001155686734435335,-6.706418288260352e-06
177,-37.11576384920323,1.5591646836760318,0.0,-0.00017172699598311247,1.508884164680424e-05,1.11775547523979e-05,1.0969275940908574e-06,-2.060875947660669e-06,0.00012983684893441705,-1.913228363292774e-06
178,-37.10953210434288,1.5069398690258078,0.0,7.19363646168869e-05,1.2114491885650835e-05,-2.7130913262118916e-06,1.8761991107396625e-06,-1.9193918760034012e-06,-0.00010596224690395672,2.29634838984083e-05
179,-10.655303000114591,4.239401607482691,0.0,0.00010749958923583769,-2.5727111189421947e-05,-5.517771352811507e-06,-5.382790151386985e-07,-1.1626884022179068e-06,-6.194952222315919e-05,1.1496349594963817e-05
180,-37.08745285494203,1.8428839241898949,0.0,-0.00019878932824601847,2.503749979965164e-05,1.1384203687000993e-05,-2.025289964180388e-06,2.6216084732201203e-06,0.00012406297669365074,6.172265436532598e-06
181,-37.07088617476843,1.8824533887575243,0.0,-0.00012790305238219446,-3.503408461646984e-05,8.578629078270783e-06,-1.0766930458316892e-05,-2.1458857014065857e-07,0.00016777564724534955,-1.5699649209111044e-05
182,-37.05087734741847,2.1560346288740306,0.0,-0.00012345439794958502,5.985363340954564e-06,1.174791050423396e-05,-8.623792385975548e-06,-2.3035691512889728e-07,0.00010595318198447501,-1.635386985299192e-05
183,-37.04673920167354,2.04733037705711,0.0,6.058645578632671e-05,-7.924193096053855e-05,-2.862280665996697e-06,-1.9091413081540054e-06,4.789224026099589e-06,1.471212231152208e-05,4.596838110160206e-06
184,-37.03307150040367,2.3897251312459455,0.0,-0.00026583526663026547,3.6994972104409385e-05,5.691470877616789e-06,6.869966439282393e-06,-2.3077403262360824e-06,0.00021463286974565676,-1.013974131680584e-05
185,-37.02844391638782,1.6570127166506485,0.0,-4.63700765920283e-05,-1.573258055120874e-05,-1.2559432250730529e-06,7.799614152759204e-06,2.034920452716367e-06,6.152783071833312e-05,-6.838279768217603e-06
186,-37.007302140524025,2.2884349757565,0.0,-0.00010699282314652336,-1.756171459055267e-05,8.905590801105978e-06,1.0212861714542498e-05,-1.4001229026710388e-06,0.00010852449312181989,-1.0452152142903515e-05
187,-36.99828461590743,1.1162768915730288,0.0,7.024261929111653e-05,8.437981196429689e-06,1.3204117807613658e-06,2.4665188229633372e-06,-4.449168655024094e-07,-8.084884799330894e-05,3.042006483156001e-06
188,-36.99240984391722,1.8081403918873358,0.0,2.860591420605907e-05,4.701342685820009e-06,1.0247002601632138e-05,-6.71796901041688e-06,3.561821346611399e-06,-4.3850817670332276e-05,1.933408328191888e-05
189,-36.93868105591188,2.0913210667780833,0.0,5.07392556414743e-06,-1.8346701327498494e-05,3.162436971335114e-06,1.0902597100681533e-06,5.4105391233370825e-06,-1.789423063058848e-07,3.861845566888178e-06
190,-36.92173650658778,2.1565238131107494,0.0,0.0002626151823756917,-3.46427938664462e-05,-1.2779489279218792e-05,5.737054387111584e-07,-3.676215449506526e-06,-0.00023241786701966305,2.519809286916086e-05
191,-36.91985920268944,1.7597860856061502,0.0,0.0001700998137044163,-4.262625818007848e-05,-6.886130374847421e-06,4.132099435949499e-06,-2.9799269555281366e-06,-0.0001465096929731402,2.6424951062864466e-05
192,-36.910732611174815,0.710088822496016,0.0,-0.00016000653275161092,4.9218027270647724e-05,4.2394980565158e-06,1.4755643444885891e-05,-3.894704988386191e-06,7.913318029650895e-05,3.989707286322641e-06
193,-36.89887552825489,1.9986653375318184,0.0,0.00014117405618874201,-2.9445211928713633e-05,-4.03318439172462e-06,9.800546881599814e-06,-2.6081601900177984e-06,-8.89526103780014e-05,-4.5262385839350827e-07
194,-36.89620283824366,2.8808575579666984,0.0,3.9740093577211866e-05,2.5374088180374343e-05,8.278666333016993e-08,6.549889087104077e-06,-1.6255138996727064e-06,-0.0001004097802059789,1.1704598597006566e-05
195,-36.8545643183808,2.399350460126418,0.0,0.00024802005925850246,-1.2291986739132454e-05,-1.440646100457632e-05,-2.4364668895771047e-06,1.1060351037088523e-06,-0.00022002033351142813,7.3376250711021385e-06
196,-36.82889026200368,1.7452230293213011,0.0,-2.5761899051790493e-05,-1.6559623988499084e-05,2.5347746833853657e-06,-8.570065830326712e-06,3.088794921249534e-06,1.0217832576486785e-05,5.192804819031949e-06
197,85.57206639262745,8.915790579894994,0.0,0.00016290099844429307,3.338611502101685e-05,-9.417764506219894e-06,3.110571239695048e-06,-2.992698773045775e-06,-0.00020559012451037972,3.157457583213841e-05
198,-36.81354802749314,1.7894752020502986,0.0,-0.00013413015660224126,7.82315472402928e-07,3.861801115001562e-06,4.347519679370748e-06,2.077356835919822e-06,0.00015127873751907828,-2.5965789529180938e-05
199,-36.80871950395562,2.102397840754004,0.0,5.0082015600416696e-05,-1.6786337080354485e-06,4.881337488896187e-06,6.972029870766505e-06,1.3397703883186174e-06,-4.253234716067311e-05,-9.408991877180028e-06
200,-36.78826223407652,1.943557019963552,0.0,-3.472106020940835e-05,2.6085524282848382e-06,1.8380481487251243e-06,1.5178853861819164e-05,-6.086498869548734e-06,2.2165019400333108e-05,-1.0253975558427442e-05
201,-36.78301210564945,1.9403247070551566,0.0,0.0001337890495145544,-5.277114432988839e-06,-4.225792612125301e-06,2.4879675004640944e-06,-5.390978888401843e-07,-0.00012282766734372785,1.8150814396378223e-05
202,-36.75079629327555,1.876070898755907,0.0,-9.229160083967791e-05,-3.8890005832126207e-05,3.2186733134320633e-07,-1.326482430563658e-06,4.903106344848404e-06,0.00012268941440041203,1.4085663178065033e-06
203,-36.71821211507498,1.677595529450163,0.0,8.895542054632166e-05,1.800387350314736e-08,-1.164665797334652e-05,-2.898040527554713e-07,2.6579769078433416e-06,-6.975145147514183e-05,8.143352006939608e-06
204,-36.710706675613146,2.726877650721195,0.0,0.0003140009163742352,-7.708811036755137e-05,-1.0109650705608653e-05,-1.4497030185189885e-05,5.929598499949257e-06,-0.00021241944029881665,1.0138339012755182e-05
205,-36.70460067600196,2.1846857879149106,0.0,-0.00025764306013975613,1.5180691883553976e-05,9.461195031187919e-06,7.66287176734437e-06,-3.214287163397743e-06,0.0002144269675525834,-1.2047631692269078e-05
206,-36.6968104721478,1.1503629405690394,0.0,-9.628368189007475e-05,6.781824036750095e-05,-7.93534646714722e-07,6.169365492247891e-06,-1.8126841927271209e-06,2.704819074672571e-05,8.107485951924787e-06
207,-36.679711993815026,2.537204023936193,0.0,8.57009587640345e-05,-1.1479419989246509e-05,-1.0406704547702428e-05,-1.1049698231069272e-05,2.517201273602443e-06,-4.4648838439798055e-05,4.125886857053729e-06
208,-36.65608309428183,2.252990448348236,0.0,-0.00012562828252371538,3.6268112975079703e-06,4.6954367149409926e-06,-1.5149414702264608e-05,6.959525387101838e-06,0.00011364025280080625,1.7291669909269558e-06
209,-30.41746881273096,2.5157356102607107,0.0,-0.00013656509189163835,-6.362844120433309e-05,1.697415798708468e-05,1.7041409877904812e-05,-1.7145713062287696e-06,0.00018548951899788335,-1.1936986865634935e-07
210,-36.58872823947796,2.0777303419301623,0.0,-1.272291491050126e-06,-3.5362872097266518e-06,3.6642457928448557e-06,-5.436788656609792e-06,6.994017516265966e-07,1.523670180070269e-05,-1.6931841321010666e-05
211,-36.58503599093004,2.066467502724366,0.0,7.937484527431593e-06,-4.984233009208694e-05,-1.4002464859275143e-06,3.7931688181558343e-06,1.2946932784561188e-06,2.850880829896596e-05,1.6956965964709525e-07
212,-29.277736169037887,2.7668405514497367,0.0,1.122452531765461e-05,2.3534761655952252e-05,-4.266013288928283e-06,9.29677827166131e-07,2.870875565796384e-06,-6.054291844037607e-05,1.5662045788289447e-05
213,-36.518040158704686,2.418375075420394,0.0,7.392235380443424e-05,2.4523554402300363e-05,5.5834727110681825e-06,1.1819959100378696e-06,5.302807540257318e-06,-6.961923022608119e-05,-5.326595971411052e-06
214,-36.50532774005649,0.9677420496692628,0.0,-0.00012034692664131263,-2.3026228201494803e-05,1.5689414092023846e-05,1.0005370394416957e-05,-2.2028722624130997e-06,0.00012858183876574003,-1.272020516474015e-05
215,-36.50373800107026,2.1245088963361853,0.0,-0.0002395819450209391,4.307013408144655e-06,2.0208851338784917e-05,5.448621539727583e-06,1.4682943132258292e-07,0.00020682779184433286,-1.0747440240876927e-05
216,-36.48833455832646,1.9711321814278353,0.0,-6.590203865886046e-05,6.364481399678823e-06,-4.649482096413804e-07,-1.0610698364388327e-06,9.44766635249325e-07,8.285410219599498e-05,-1.3246851683135219e-05
217,-36.482325139620436,1.7230410893438641,0.0,-7.679035516305888e-05,8.537210484327318e-06,-2.4452282348236265e-06,5.222951359407091e-06,-5.579289123064379e-08,2.7802115901920388e-05,1.2741910845548432e-05
218,-36.4620085876996,1.7736715863962962,0.0,-5.450833399289756e-05,2.7445388504077073e-05,5.457523181900958e-06,-4.4847808631232056e-06,-2.1059526552139052e-07,-3.909113479139137e-06,8.129520118416167e-06
219,-36.45747856384785,2.0454951348557513,0.0,-0.00015154599226829824,3.0887178894545286e-05,1.3470643679264205e-05,1.8480820926924935e-06,-8.449640722940632e-07,9.60733282884263e-05,-1.939582100440873e-05
220,-36.44180483786897,2.12268689705967,0.0,-3.7018547776046518e-06,3.3185101559585206e-05,-3.8090482219338417e-06,-7.175722647190241e-07,2.4769812908762012e-06,-5.3102449188102696e-05,1.3922271387301066e-05
221,86.42068269655235,8.808175647646754,0.0,-6.199589729094512e-05,-1.3846528437166938e-05,9.209702028292743e-06,5.507198167720162e-06,-7.729429542333716e-07,5.2314538177000713e-05,-6.360806962035781e-06
222,-36.39561008908773,2.7565515417442965,0.0,-3.4548391366184816e-05,4.7899493821113026e-05,-6.663449397092958e-06,-1.3524446096369047e-07,3.691996493644656e-06,2.050560343924701e-05,-1.3538227978671102e-06
223,-36.3925865941674,2.2484977042343215,0.0,5.7671494900324305e-05,1.623716451515378e-05,-2.6540237830358082e-06,-1.6164297971243968e-06,1.375193976164632e-06,-6.78192622789453e-05,1.883946412206683e-06
224,-36.36801382185245,2.251404169601186,0.0,-0.00014075414541259157,-3.391752618764343e-06,6.854264623712414e-06,3.140733568329779e-06,-1.773733540117589e-06,0.00015219556785694976,-2.7874501460800616e-05
225,58.6310997545565,7.849480607638494,0.0,-0.00010992799300191258,5.0819257989775934e-05,9.62682415725502e-06,-1.353381264834752e-06,1.918200170716866e-06,8.131596388949447e-05,-3.149613209352253e-05
226,-36.35858685721535,2.151586711900224,0.0,2.9695849450117606e-05,9.358147413873752e-06,-3.268588696050956e-06,-3.3828730181539868e-06,2.6520703186594385e-06,-1.0467165731498085e-05,-8.926008893794801e-06
227,-36.33942563630565,2.038024886661389,0.0,5.8535400254910996e-05,-9.992363027677698e-06,-5.574733786206654e-06,-9.156521052489097e-08,-3.738548124485562e-06,-3.598534329185554e-05,-2.841640279527269e-06
228,-36.32331445327003,2.1463272595793628,0.0,2.5121559426022344e-05,-4.3529519060392374e-06,-4.0689923432452035e-06,-9.800860488518026e-06,8.36655570856e-07,-2.638710732760785e-05,1.7109085597155627e-05
229,-36.29459157012314,2.324749874784234,0.0,5.08322642778225e-05,2.139501707310032e-05,-9.328053107077183e-06,3.1224741592339456e-06,2.896296592148906e-06,-8.918098716570455e-05,1.7370410965611427e-05
230,-36.292557120244766,2.233395076829018,0.0,4.4735442357612953e-05,3.4541179503300157e-06,-6.64523478630108e-06,-2.541018541357687e-06,2.522910327643589e-06,-7.344494618521935e-05,1.767202112468169e-05
231,-36.244428412821044,1.8010596776444259,0.0,5.1795398121390335e-05,-7.413618454243931e-06,-1.1601563351948396e-06,2.3900456662673264e-06,-4.300832007633412e-06,-5.637953709225485e-06,-9.0180717116084e-06
232,-36.220114334644954,3.1308926046700014,0.0,-0.00010265187213431837,2.571582946586659e-07,4.910202644092809e-06,5.244934243364696e-06,-4.373477569470305e-06,9.4377307570781e-05,-1.0539071618964613e-05
233,-36.1969001665288,1.8280211151976022,0.0,9.408790915332865e-05,-6.39368911992122e-06,-6.799822712955095e-06,-2.56742129334242e-06,-1.2104865442126578e-07,-8.616031275110458e-05,5.224652655400064e-06
234,-36.192024621880485,2.0246088705420244,0.0,-0.00015774310281990722,-1.910570051055771e-06,1.7015490647864784e-06,-7.973714199138726e-06,-2.3607341243479796e-07,0.00012778708489591395,4.155184976539772e-06
235,-36.18718537536059,1.3738708612652615,0.0,0.0001125091362348396,2.0095486239046778e-05,-1.2409921654632505e-05,-1.3524337494352778e-05,2.9105703291450874e-06,-0.00010162588105089299,2.7815112044748957e-06
236,-36.12189798504076,1.9348861879486994,0.0,-4.94316117460869e-06,-6.13726037235196e-06,-2.5759334687236457e-06,-2.155917629309556e-06,3.050633734673347e-06,3.4201705361169843e-06,8.857664806072307e-07
237,-36.115883058564144,1.362573273959291,0.0,6.868435862505962e-06,-2.871008451066359e-05,5.9187685660655465e-06,-6.372942817023386e-06,4.923762173085489e-07,1.022932185357206e-05,-4.839481931639966e-06
238,-36.093156925068634,2.369217618356416,0.0,-0.0002313187097748859,9.063788920293803e-06,1.7683566770607118e-05,-2.0251455783437677e-06,1.8155556108833196e-06,0.0002585825958849597,-2.5928073929648576e-05
239,-5.1469421479387645,4.488062830537074,0.0,0.00013092479330634177,-5.688789797897442e-06,-1.7456623353090395e-06,-5.340882954563142e-06,3.17225103532541e-06,-0.0001165050701370518,4.842516666769825e-06
240,-36.06340677666157,1.7260434182974462,0.0,6.888971381568965e-05,-2.4744657052266916e-05,-1.0502625319014358e-05,1.04408579018056e-05,1.6470954786419398e-06,-3.8181789024704926e-05,1.4363006142659174e-05
241,-36.05676964630091,1.7429331584052687,0.0,8.962513220511781e-05,-2.267628368679553e-05,-1.6679097957050804e-05,-5.314096942043989e-06,-9.979538979961594e-07,-6.137493932634186e-05,7.686321138677954e-06
242,21.894592989831438,6.197550875884372,0.0,-6.929837538693917e-05,1.695725726325037e-05,-8.484707056111152e-07,8.179334039404296e-06,-1.7649880022351655e-07,7.06702352566424e-05,-6.520515215768796e-06
243,-36.0420030290647,2.1888334655796355,0.0,-0.00011462458303834744,-2.813832624282142e-05,8.83167048346123e-06,2.721538372441046e-06,1.5913753359242389e-06,0.00013405054068016398,-8.934916682079574e-06
244,-36.012679961460066,2.098607436148728,0.0,-8.45289688318207e-05,1.8886553541541673e-05,-6.270899359089865e-07,1.11368560702374e-05,-2.2800991038018914e-06,5.415494815075306e-05,7.614282342416345e-07
245,-35.993632175777826,2.207773872189125,0.0,4.369445229102098e-05,-1.9009970565697643e-05,-6.763178760221811e-06,1.9441735643610514e-05,-6.074572104915535e-06,-2.3407795760377326e-05,-8.618387106196224e-07
246,-35.983802925418566,2.1771441534957274,0.0,-1.9488054343597128e-05,-2.44067472596754e-05,2.6575627610075925e-06,1.2391319745397311e-05,-3.4039885267872494e-06,1.1811486182011777e-05,5.8833690772530645e-06
247,-35.97303591868923,1.5834238098638287,0.0,8.810337151388126e-06,4.24438837414165e-05,-4.6845184611954416e-07,8.181489938863251e-06,-1.169605880063651e-06,-5.970552121503658e-05,1.1115951537021829e-06
248,-35.95646915489655,2.286885793999056,0.0,6.431705248166608e-06,5.581871026549834e-05,-5.0769207577960884e-06,2.135716045792435e-06,-2.5279113366818984e-06,-4.3415676383773416e-05,-3.815659233907809e-06
249,-35.93074426325173,1.854568592769998,0.0,0.00012869807970150582,-1.638796837566403e-05,-2.5651384535085864e-06,-5.42448256091177e-07,1.7754820952654848e-06,-8.15544412215985e-05,-1.7744774805095176e-06
250,-7.46048397546806,4.3252547552060125,0.0,-0.00019732800966565378,4.9253048889585926e-05,8.032668109891894e-06,6.237770286965372e-06,-3.9685780396543635e-06,0.0001299332251587515,-7.85285190474383e-06
251,-35.90005608693696,1.6549481268756367,0.0,-9.243185073559701e-05,1.5087963863180676e-05,4.094333483112278e-06,5.700387864848722e-06,-1.7400972509660356e-06,8.915749685378671e-05,-7.740033682424041e-06
252,-35.89937142681068,1.8032513709025224,0.0,-0.00014387497391776805,1.747069351543118e-05,1.3253941552743287e-06,-5.642213535494989e-06,1.9189763233755028e-06,0.00012287334545035833,-8.749631524196388e-06
253,-35.884949351819415,2.0413116839415077,0.0,0.00010836698003680034,-4.435622342180423e-05,-6.74608603297433e-06,-6.5111365374903585e-06,4.427806037862747e-06,-4.694281847861248e-05,-3.7650803843547465e-06
254,-35.88279187453821,2.6391115760291104,0.0,-0.0001158522149777852,3.093080743798993e-05,9.860391855159856e-06,2.4383939294381207e-06,4.399860038645752e-06,7.203479079542774e-05,-8.816025752977907e-06
255,-35.8002632222412,2.4758492306297533,0.0,-5.706205628808192e-05,-1.4416513928861008e-05,5.93361135900472e-06,4.409295367935329e-06,2.7179150015113618e-06,6.455055789267305e-05,-1.6712822073827738e-05
256,-35.772998359606824,1.6832402334048475,0.0,2.2361379203861276e-06,2.8275619749607017e-05,8.828331336668827e-07,-3.060995723558335e-06,4.05121209218727e-06,-1.675448972093818e-05,-9.48170514369906e-06
257,-35.762717141060676,1.0808110332026768,0.0,-0.0001326877523812886,3.0197923871266852e-05,1.2574017449210051e-05,-9.121377129162056e-07,-5.458120152599527e-07,7.738467788165337e-05,3.1874804875542395e-06
258,-35.75946969605289,2.2237118851770776,0.0,8.900484880247639e-05,2.8605681856141985e-05,-8.28186067061698e-06,-6.481278949976854e-06,-7.6937603626058e-07,-9.489957989394782e-05,2.0250224951112727e-05
259,-35.750064262760205,2.2415924831636285,0.0,-6.6244849468155564e-06,1.1066411342852689e-07,5.726599727959303e-06,-5.0850863626550336e-06,8.777778676728742e-07,-2.4500822606299266e-05,6.5427743365376045e-06
260,14.423042978953985,5.60281129074753,0.0,6.410110855115114e-05,-6.490923213586797e-06,-5.358804086391666e-06,-5.76056660950286e-06,-7.234566454638464e-07,-7.287084206630823e-05,2.884035015426889e-05
261,-35.71233086979845,2.205643459642154,0.0,-0.00018124849520839703,4.9316219709716336e-05,8.848377926251594e-06,-7.651546474640725e-06,1.142239818134952e-06,0.0001392390279022493,-2.6793378253842093e-05
262,-35.70773141996985,2.0479305226232882,0.0,9.182814424901764e-05,3.475122771812167e-05,-1.7605226651271066e-05,5.304205888734259e-06,-3.869611012541005e-06,-0.00014489164253106424,3.047868732686254e-05
